0,1
266.04884575403224,504.1382889346218
262.24543809333045,505.0498784509297
262.66806484204056,507.5271858926782
267.3819678754602,506.86553757007306
267.49724561010885,522.2172346627245
293.71551832632247,498.4671985559782
294.12576182776263,535.3459732044591
326.72708330377503,484.9150680883184
328.0475395664602,542.2133388906847
351.2136624022069,480.4398287605651
351.9260091800206,527.9932947338752
356.79357999017134,498.34223616105896
359.2801663917408,525.1762991920438
402.4866211837263,488.3379411846805
410.11784587361893,517.3044692815994
447.71453544363874,475.73752186640945
452.6966926544963,514.0238720308367
