0,1
278.6100951963001,616.4814383021633
273.97537368826465,612.0851218773076
274.03730723546494,629.8100599626672
279.56630519398476,615.4598609359587
277.18832557010836,636.2886881447669
305.26571161891053,607.748699872691
308.57832767345286,658.6737209176117
348.9557051221762,596.3491137162695
356.61521778887476,661.7900073600957
363.26067043791505,573.206426897312
371.96546364574175,641.521522088736
397.40315470407353,611.6945301604029
401.9018866332651,644.2822702654214
456.7714276192946,614.6933676023442
453.12221016242495,647.9637801443025
515.8920993321589,626.6256838384664
508.06461305227896,652.1488514850552
