0,1
269.0921813712018,364.07325282325246
269.19661631035757,368.90014709755025
265.13668366575337,364.7936712494782
274.04287555389703,374.19333815079386
262.99684621669627,353.5809443318792
294.20258460082044,369.8579008783415
293.19110816264015,372.0814229217081
322.26766573662417,378.2900504097018
326.8458981355961,372.44787615511694
357.4093727424131,377.7943517050999
363.4774913899383,376.99035446806465
341.89030670608463,374.647443098669
357.29976159926747,358.21804146102056
379.9442882547137,376.903156497828
410.83818063866096,354.6042335216816
412.2784191851031,381.96903949067627
463.0287930663334,345.3125045178418
