0,1
283.41053749292684,237.6773098252162
279.484201343436,240.5359705760967
279.6386776270225,247.72249615417337
282.7452405368143,233.2983306779571
283.1697626020941,244.60141189973828
299.2552692411471,225.67772986165673
298.35152343467433,252.7672126435057
322.8637134243406,221.26895741558215
322.225224481921,258.19073456707474
330.01658086284095,223.9307038742503
333.0098780079892,250.7743351186135
347.3155762159337,228.54970345519624
350.3506116699754,247.3120349609281
382.9685019368549,226.50807746591693
383.62288862641094,247.01589505765884
419.2801806540982,228.42546052588435
420.532963806658,244.33024527292554
